forms_csv,source_language,target_language,mode,write_to,path2cache,writesc,opt_tpr,optimal_howmany,opt_tp,timing,date
cldf/forms.csv,WOT,EAH,adapt,etc/adapt.csv,etc/cache2.csv,False,84%,51,388/463,00:00:59,01/28/23 08:02:02
