ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,CV_Segments,ProsodicStructure,FB_Vowel_Harmony,Year
LAH-342_grocergrandhandler-1,,LAH,342_grocergrandhandler,satiwči,satiwči,s a t i v t͡ʃ i,,wot,412,true,^ satiwči $,LAH,s a t i v.t͡ʃ i,CVCVCCV,True,1522
EAH-342_grocergrandhandler-1,,EAH,342_grocergrandhandler,satiγči,satiγči,s a t i ɣ t͡ʃ i,,wot,412,true,^ satiγči $,EAH,s a t i ɣ.t͡ʃ i,CVCVCCV,True,1522
WOT-342_grocergrandhandler-1,,WOT,342_grocergrandhandler,satïγčï,satïγčï,s a t ɯ ɣ t͡ʃ ɯ,,wot,412,false,^ satïγčï $,WOT,s a t ɯ ɣ.t͡ʃ ɯ,CVCVCCV,True,1522
H-343_chairseatbenchthrone-1,,H,343_chairseatbenchthrone,szék,szék,s eː k,,wot,413,true,^ szék $,H,s eː k,CVC,True,1156
EAH-343_chairseatbenchthrone-1,,EAH,343_chairseatbenchthrone,sekü,sekü,s ɛ k y,,wot,413,true,^ sekü $,EAH,s ɛ k y,CVCV,True,1156
WOT-343_chairseatbenchthrone-1,,WOT,343_chairseatbenchthrone,säkü,säkü,s ɛ k y,,wot,413,false,^ säkü $,WOT,s ɛ k y,CVCV,True,1156
H-344_wind-1,,H,344_wind,szél,szél,s eː l,,wot,414,true,^ szél $,H,s eː l,CVC,True,1181
EAH-344_wind-1,,EAH,344_wind,sēl,sēl,s eː l,,wot,414,true,^ sēl $,EAH,s eː l,CVC,True,1181
WOT-344_wind-1,,WOT,344_wind,śēl,śēl,s eː l,,wot,414,false,^ śēl $,WOT,s eː l,CVC,True,1181
H-345_toslumbertodoze-1,,H,345_toslumbertodoze,szender,szender,s ɛ n d ɛ r,,wot,415,true,^ szender $,H,s ɛ n.d ɛ r,CVCCVC,True,1372
EAH-345_toslumbertodoze-1,,EAH,345_toslumbertodoze,sen,sen,s ɛ n,,wot,415,true,^ sen $,EAH,s ɛ n,CVC,True,1372
WOT-345_toslumbertodoze-1,,WOT,345_toslumbertodoze,sender,sender,s ɛ n d ɛ r,,wot,415,true,^ sender $,WOT,s ɛ n.d ɛ r,CVCCVC,True,1372
H-345_toslumbertodoze-2,,H,345_toslumbertodoze,szöndör,szöndör,s ø n d ø r,,wot,416,true,^ szöndör $,H,s ø n.d ø r,CVCCVC,True,1372
EAH-345_toslumbertodoze-2,,EAH,345_toslumbertodoze,sön,sön,s ø n,,wot,416,true,^ sön $,EAH,s ø n,CVC,True,1372
WOT-345_toslumbertodoze-2,,WOT,345_toslumbertodoze,sön,sön,s ø n,,wot,416,true,^ sön $,WOT,s ø n,CVC,True,1372
H-346_beautiful-1,,H,346_beautiful,szép,szép,s eː p,,wot,417,true,^ szép $,H,s eː p,CVC,True,1127
EAH-346_beautiful-1,,EAH,346_beautiful,sip,sip,s i p,,wot,417,true,^ sip $,EAH,s i p,CVC,True,1127
WOT-346_beautiful-1,,WOT,346_beautiful,sip,sip,s i p,,wot,417,false,^ sip $,WOT,s i p,CVC,True,1127
H-347_frecklesunspotstain-1,,H,347_frecklesunspotstain,szeplő,szeplő,s ɛ p l øː,,wot,418,true,^ szeplő $,H,s ɛ p.l øː,CVCCV,True,1350
EAH-347_frecklesunspotstain-1,,EAH,347_frecklesunspotstain,sepleγ,sepleγ,s ɛ p l ɛ ɣ,,wot,418,true,^ sepleγ $,EAH,s ɛ p.l ɛ ɣ,CVCCVC,True,1350
WOT-347_frecklesunspotstain-1,,WOT,347_frecklesunspotstain,säpliγ,säpliγ,s ɛ p l i ɣ,,wot,418,true,^ säpliγ $,WOT,s ɛ p.l i ɣ,CVCCVC,True,1350
H-348_partofavillagestreetgroupofpeoplerowlineorder-1,,H,348_partofavillagestreetgroupofpeoplerowlineorder,szer,szer,s ɛ r,,wot,419,true,^ szer $,H,s ɛ r,CVC,True,1015
EAH-348_partofavillagestreetgroupofpeoplerowlineorder-1,,EAH,348_partofavillagestreetgroupofpeoplerowlineorder,śer,śer,s ɛ r,,wot,419,true,^ śer $,EAH,s ɛ r,CVC,True,1015
WOT-348_partofavillagestreetgroupofpeoplerowlineorder-1,,WOT,348_partofavillagestreetgroupofpeoplerowlineorder,čer,čer,t͡ʃ ɛ r,,wot,419,false,^ čer $,WOT,t͡ʃ ɛ r,CVC,True,1015
H-349_threshingfloorround-1,,H,349_threshingfloorround,szérű,szérű,s eː r yː,,wot,420,true,^ szérű $,H,s eː r yː,CVCV,True,1015
EAH-349_threshingfloorround-1,,EAH,349_threshingfloorround,sürüγ,sürüγ,s y r y ɣ,,wot,420,true,^ sürüγ $,EAH,s y r y ɣ,CVCVC,True,1015
WOT-349_threshingfloorround-1,,WOT,349_threshingfloorround,čürüγ,čürüγ,t͡ʃ y r y ɣ,,wot,420,false,^ čürüγ $,WOT,t͡ʃ y r y ɣ,CVCVC,True,1015
H-350_fumesvapourspiritsalcoholhumours-1,,H,350_fumesvapourspiritsalcoholhumours,szesz,szesz,s ɛ s,,wot,421,true,^ szesz $,H,s ɛ s,CVC,True,1531
EAH-350_fumesvapourspiritsalcoholhumours-1,,EAH,350_fumesvapourspiritsalcoholhumours,sis,sis,s i s,,wot,421,true,^ sis $,EAH,s i s,CVC,True,1531
WOT-350_fumesvapourspiritsalcoholhumours-1,,WOT,350_fumesvapourspiritsalcoholhumours,sis,sis,s i s,,wot,421,false,^ sis $,WOT,s i s,CVC,True,1531
H-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,H,351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,szín,szín,s iː n,,wot,422,true,^ szín $,H,s iː n,CVC,True,1116
EAH-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,EAH,351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sin,sin,s i n,,wot,422,true,^ sin $,EAH,s i n,CVC,True,1116
WOT-351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething-1,,WOT,351_colourfaceexternalappearancethebestpartofsomethingtheupperpartofsomething,sin,sin,s i n,,wot,422,true,^ sin $,WOT,s i n,CVC,True,1116
H-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,H,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,szirony,szirony,s i r o ɲ,,wot,423,true,^ szirony $,H,s i r o ɲ,CVCVC,True,1138
OH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,OH,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siron,siron,s i r o n,,wot,423,true,^ siron $,OH,s i r o n,CVCVC,True,1138
LAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,LAH,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sirum,sirum,s i r u m,,wot,423,true,^ sirum $,LAH,s i r u m,CVCVC,True,1138
EAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,EAH,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siyrum,siyrum,s i j r u m,,wot,423,true,^ siyrum $,EAH,s i j.r u m,CVCCVC,True,1138
WOT-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-1,,WOT,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sïyrum,sïyrum,s ɯ j r u m,,wot,423,false,^ sïyrum $,WOT,s ɯ j.r u m,CVCCVC,True,1138
H-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,H,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,szirony,szirony,s i r o ɲ,,wot,424,true,^ szirony $,H,s i r o ɲ,CVCVC,True,1138
OH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,OH,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sirom,sirom,s i r o m,,wot,424,true,^ sirom $,OH,s i r o m,CVCVC,True,1138
LAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,LAH,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sirum,sirum,s i r u m,,wot,424,true,^ sirum $,LAH,s i r u m,CVCVC,True,1138
EAH-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,EAH,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,siyrum,siyrum,s i j r u m,,wot,424,true,^ siyrum $,EAH,s i j.r u m,CVCCVC,True,1138
WOT-352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow-2,,WOT,352_thinhideropestrapusedforembroideryorasawhiprefrozenthinlayerafterthemeltingofsnow,sïyrum,sïyrum,s ɯ j r u m,,wot,424,false,^ sïyrum $,WOT,s ɯ j.r u m,CVCCVC,True,1138
H-353_rockcliffocciputcrestofmountain-1,,H,353_rockcliffocciputcrestofmountain,szirt,szirt,s i r t,,wot,425,true,^ szirt $,H,s i r.t,CVCC,True,1302
WOT-353_rockcliffocciputcrestofmountain-1,,WOT,353_rockcliffocciputcrestofmountain,sïrt,sïrt,s ɯ r t,,wot,425,false,^ sïrt $,WOT,s ɯ r.t,CVCC,True,1302
H-354_word-1,,H,354_word,szó,szó,s oː,,wot,426,true,^ szó $,H,s oː,CV,True,1213
EAH-354_word-1,,EAH,354_word,saw,saw,s a v,,wot,426,true,^ saw $,EAH,s a v,CVC,True,1213
WOT-354_word-1,,WOT,354_word,sav,sav,s a v,,wot,426,false,^ sav $,WOT,s a v,CVC,True,1213
H-355_akindoffalconpielfalcusgyrfalco-1,,H,355_akindoffalconpielfalcusgyrfalco,szongor,szongor,s o n ɡ o r,,wot,427,true,^ szongor $,H,s o n.ɡ o r,CVCCVC,True,1282
EAH-355_akindoffalconpielfalcusgyrfalco-1,,EAH,355_akindoffalconpielfalcusgyrfalco,sonkor,sonkor,s o n k o r,,wot,427,true,^ sonkor $,EAH,s o n.k o r,CVCCVC,True,1282
WOT-355_akindoffalconpielfalcusgyrfalco-1,,WOT,355_akindoffalconpielfalcusgyrfalco,soŋkur,soŋkur,s o ŋ k u r,,wot,427,true,^ soŋkur $,WOT,s o ŋ.k u r,CVCCVC,True,1282
H-356_tospreadtoscattertowinnow-1,,H,356_tospreadtoscattertowinnow,szór,szór,s oː r,,wot,428,true,^ szór $,H,s oː r,CVC,True,1405
EAH-356_tospreadtoscattertowinnow-1,,EAH,356_tospreadtoscattertowinnow,sawur,sawur,s a v u r,,wot,428,true,^ sawur $,EAH,s a v u r,CVCVC,True,1405
WOT-356_tospreadtoscattertowinnow-1,,WOT,356_tospreadtoscattertowinnow,sawur,sawur,s a v u r,,wot,428,true,^ sawur $,WOT,s a v u r,CVCVC,True,1405
H-357_grasshopper-1,,H,357_grasshopper,szöcske,szöcske,s ø t͡ʃ k ɛ,,wot,429,true,^ szöcske $,H,s ø t͡ʃ.k ɛ,CVCCV,True,1275
OH-357_grasshopper-1,,OH,357_grasshopper,sökče,sökče,s ø k t͡ʃ ɛ,,wot,429,true,^ sökče $,OH,s ø k.t͡ʃ ɛ,CVCCV,True,1275
LAH-357_grasshopper-1,,LAH,357_grasshopper,sökśȫ,sökśȫ,s ø k s øː,,wot,429,true,^ sökśȫ $,LAH,s ø k.s øː,CVCCV,True,1275
EAH-357_grasshopper-1,,EAH,357_grasshopper,sek,sek,s ɛ k,,wot,429,true,^ sek $,EAH,s ɛ k,CVC,True,1275
WOT-357_grasshopper-1,,WOT,357_grasshopper,sek,sek,s ɛ k,,wot,429,false,^ sek $,WOT,s ɛ k,CVC,True,1275
H-358_toleaptojumptoescapetoflee-1,,H,358_toleaptojumptoescapetoflee,szökik,szökik,s ø k i k,,wot,430,true,^ szökik $,H,s ø k i k,CVCVC,True,1198
OH-358_toleaptojumptoescapetoflee-1,,OH,358_toleaptojumptoescapetoflee,sök,sök,s ø k,,wot,430,true,^ sök $,OH,s ø k,CVC,True,1198
EAH-358_toleaptojumptoescapetoflee-1,,EAH,358_toleaptojumptoescapetoflee,sek,sek,s ɛ k,,wot,430,true,^ sek $,EAH,s ɛ k,CVC,True,1198
WOT-358_toleaptojumptoescapetoflee-1,,WOT,358_toleaptojumptoescapetoflee,sek,sek,s ɛ k,,wot,430,true,^ sek $,WOT,s ɛ k,CVC,True,1198
H-359_grapewinegrapevitisvinifer-1,,H,359_grapewinegrapevitisvinifer,szőlő,szőlő,s øː l øː,,wot,431,true,^ szőlő $,H,s øː l øː,CVCV,True,1075
OH-359_grapewinegrapevitisvinifer-1,,OH,359_grapewinegrapevitisvinifer,seleγ,seleγ,s ɛ l ɛ ɣ,,wot,431,true,^ seleγ $,OH,s ɛ l ɛ ɣ,CVCVC,True,1075
EAH-359_grapewinegrapevitisvinifer-1,,EAH,359_grapewinegrapevitisvinifer,śeleγ,śeleγ,s ɛ l ɛ ɣ,,wot,431,true,^ śeleγ $,EAH,s ɛ l ɛ ɣ,CVCVC,True,1075
WOT-359_grapewinegrapevitisvinifer-1,,WOT,359_grapewinegrapevitisvinifer,čeleγ,čeleγ,t͡ʃ ɛ l ɛ ɣ,,wot,431,true,^ čeleγ $,WOT,t͡ʃ ɛ l ɛ ɣ,CVCVC,True,1075
H-359_grapewinegrapevitisvinifer-2,,H,359_grapewinegrapevitisvinifer,szöllő,szöllő,s ø lː øː,,wot,432,true,^ szöllő $,H,s ø lː øː,CVCV,True,1075
OH-359_grapewinegrapevitisvinifer-2,,OH,359_grapewinegrapevitisvinifer,selleγ,selleγ,s ɛ lː ɛ ɣ,,wot,432,true,^ selleγ $,OH,s ɛ lː ɛ ɣ,CVCVC,True,1075
EAH-359_grapewinegrapevitisvinifer-2,,EAH,359_grapewinegrapevitisvinifer,śeleγ,śeleγ,s ɛ l ɛ ɣ,,wot,432,true,^ śeleγ $,EAH,s ɛ l ɛ ɣ,CVCVC,True,1075
WOT-359_grapewinegrapevitisvinifer-2,,WOT,359_grapewinegrapevitisvinifer,čeleγ,čeleγ,t͡ʃ ɛ l ɛ ɣ,,wot,432,true,^ čeleγ $,WOT,t͡ʃ ɛ l ɛ ɣ,CVCVC,True,1075
H-360_mosquitognatculexpipens-1,,H,360_mosquitognatculexpipens,szúnyog,szúnyog,s uː ɲ o ɡ,,wot,433,true,^ szúnyog $,H,s uː ɲ o ɡ,CVCVC,True,1230
OH-360_mosquitognatculexpipens-1,,OH,360_mosquitognatculexpipens,sunug,sunug,s u n u ɡ,,wot,433,true,^ sunug $,OH,s u n u ɡ,CVCVC,True,1230
EAH-360_mosquitognatculexpipens-1,,EAH,360_mosquitognatculexpipens,sinuk,sinuk,s i n u k,,wot,433,true,^ sinuk $,EAH,s i n u k,CVCVC,True,1230
WOT-360_mosquitognatculexpipens-1,,WOT,360_mosquitognatculexpipens,siŋuk,siŋuk,s i ŋ u k,,wot,433,true,^ siŋuk $,WOT,s i ŋ u k,CVCVC,True,1230
H-361_furrier-1,,H,361_furrier,szűcs,szűcs,s yː t͡ʃ,,wot,434,true,^ szűcs $,H,s yː t͡ʃ,CVC,True,1181
OH-361_furrier-1,,OH,361_furrier,seü̯či,seü̯či,s ɛ w t͡ʃ i,,wot,434,true,^ seü̯či $,OH,s ɛ w.t͡ʃ i,CVCCV,True,1181
LAH-361_furrier-1,,LAH,361_furrier,siwči,siwči,s i v t͡ʃ i,,wot,434,true,^ siwči $,LAH,s i v.t͡ʃ i,CVCCV,True,1181
EAH-361_furrier-1,,EAH,361_furrier,śiγči,śiγči,s i ɣ t͡ʃ i,,wot,434,true,^ śiγči $,EAH,s i ɣ.t͡ʃ i,CVCCV,True,1181
WOT-361_furrier-1,,WOT,361_furrier,čiγči,čiγči,t͡ʃ i ɣ t͡ʃ i,,wot,434,true,^ čiγči $,WOT,t͡ʃ i ɣ.t͡ʃ i,CVCCV,True,1181
H-362_toceasetostop-1,,H,362_toceasetostop,szűnik,szűnik,s yː n i k,,wot,435,true,^ szűnik $,H,s yː n i k,CVCVC,True,1372
OH-362_toceasetostop-1,,OH,362_toceasetostop,sün,sün,s y n,,wot,435,true,^ sün $,OH,s y n,CVC,True,1372
EAH-362_toceasetostop-1,,EAH,362_toceasetostop,sön,sön,s ø n,,wot,435,true,^ sön $,EAH,s ø n,CVC,True,1372
WOT-362_toceasetostop-1,,WOT,362_toceasetostop,sön,sön,s ø n,,wot,435,true,^ sön $,WOT,s ø n,CVC,True,1372
H-363_tostraintofilter-1,,H,363_tostraintofilter,szűr,szűr,s yː r,,wot,436,true,^ szűr $,H,s yː r,CVC,True,1416
EAH-363_tostraintofilter-1,,EAH,363_tostraintofilter,sür,sür,s y r,,wot,436,true,^ sür $,EAH,s y r,CVC,True,1416
WOT-363_tostraintofilter-1,,WOT,363_tostraintofilter,sür,sür,s y r,,wot,436,true,^ sür $,WOT,s y r,CVC,True,1416
H-364_virginpure-1,,H,364_virginpure,szűz,szűz,s yː z,,wot,437,true,^ szűz $,H,s yː z,CVC,True,1350
OH-364_virginpure-1,,OH,364_virginpure,süz,süz,s y z,,wot,437,true,^ süz $,OH,s y z,CVC,True,1350
EAH-364_virginpure-1,,EAH,364_virginpure,süzök,süzök,s y z ø k,,wot,437,true,^ süzök $,EAH,s y z ø k,CVCVC,True,1350
WOT-364_virginpure-1,,WOT,364_virginpure,süzök,süzök,s y z ø k,,wot,437,false,^ süzök $,WOT,s y z ø k,CVCVC,True,1350
H-365_sorcerermedicineman-1,,H,365_sorcerermedicineman,táltos,táltos,t aː l t o ʃ,,wot,438,true,^ táltos $,H,t aː l.t o ʃ,CVCCVC,True,1211
OH-365_sorcerermedicineman-1,,OH,365_sorcerermedicineman,taltuš,taltuš,t a l t u ʃ,,wot,438,true,^ taltuš $,OH,t a l.t u ʃ,CVCCVC,True,1211
EAH-365_sorcerermedicineman-1,,EAH,365_sorcerermedicineman,taltuči,taltuči,t a l t u t͡ʃ i,,wot,438,true,^ taltuči $,EAH,t a l.t u t͡ʃ i,CVCCVCV,True,1211
WOT-365_sorcerermedicineman-1,,WOT,365_sorcerermedicineman,taltučï,taltučï,t a l t u t͡ʃ ɯ,,wot,438,true,^ taltučï $,WOT,t a l.t u t͡ʃ ɯ,CVCCVCV,True,1211
H-366_advicecouncil-1,,H,366_advicecouncil,tanács,tanács,t ɒ n aː t͡ʃ,,wot,439,true,^ tanács $,H,t ɒ n aː t͡ʃ,CVCVC,True,1213
EAH-366_advicecouncil-1,,EAH,366_advicecouncil,tanilč,tanilč,t a n i l t͡ʃ,,wot,439,true,^ tanilč $,EAH,t a n i l.t͡ʃ,CVCVCC,True,1213
WOT-366_advicecouncil-1,,WOT,366_advicecouncil,tanïlč,tanïlč,t a n ɯ l t͡ʃ,,wot,439,false,^ tanïlč $,WOT,t a n ɯ l.t͡ʃ,CVCVCC,True,1213
H-367_witness-1,,H,367_witness,tanú,tanú,t ɒ n uː,,wot,440,true,^ tanú $,H,t ɒ n uː,CVCV,True,1350
EAH-367_witness-1,,EAH,367_witness,tanu,tanu,t a n u,,wot,440,true,^ tanu $,EAH,t a n u,CVCV,True,1350
WOT-367_witness-1,,WOT,367_witness,tanuγ,tanuγ,t a n u ɣ,,wot,440,false,^ tanuγ $,WOT,t a n u ɣ,CVCVC,True,1350
H-368_tofeedtonourish-1,,H,368_tofeedtonourish,táplál,táplál,t aː p l aː l,,wot,441,true,^ táplál $,H,t aː p.l aː l,CVCCVC,True,1456
OH-368_tofeedtonourish-1,,OH,368_tofeedtonourish,tāplā,tāplā,t aː p l aː,,wot,441,true,^ tāplā $,OH,t aː p.l aː,CVCCV,True,1456
EAH-368_tofeedtonourish-1,,EAH,368_tofeedtonourish,taplaγ,taplaγ,t a p l a ɣ,,wot,441,true,^ taplaγ $,EAH,t a p.l a ɣ,CVCCVC,True,1456
WOT-368_tofeedtonourish-1,,WOT,368_tofeedtonourish,taplaγ,taplaγ,t a p l a ɣ,,wot,441,true,^ taplaγ $,WOT,t a p.l a ɣ,CVCCVC,True,1456
H-369_tindertinderfungusfomesfomentarius-1,,H,369_tindertinderfungusfomesfomentarius,tapló,tapló,t ɒ p l oː,,wot,442,true,^ tapló $,H,t ɒ p.l oː,CVCCV,True,1086
OH-369_tindertinderfungusfomesfomentarius-1,,OH,369_tindertinderfungusfomesfomentarius,tåplou̯,tåplou̯,t ɒ p l o w,,wot,442,true,^ tåplou̯ $,OH,t ɒ p.l o w,CVCCVC,True,1086
LAH-369_tindertinderfungusfomesfomentarius-1,,LAH,369_tindertinderfungusfomesfomentarius,toplau̯,toplau̯,t o p l a w,,wot,442,true,^ toplau̯ $,LAH,t o p.l a w,CVCCVC,True,1086
EAH-369_tindertinderfungusfomesfomentarius-1,,EAH,369_tindertinderfungusfomesfomentarius,topluγ,topluγ,t o p l u ɣ,,wot,442,true,^ topluγ $,EAH,t o p.l u ɣ,CVCCVC,True,1086
WOT-369_tindertinderfungusfomesfomentarius-1,,WOT,369_tindertinderfungusfomesfomentarius,topluγ,topluγ,t o p l u ɣ,,wot,442,true,^ topluγ $,WOT,t o p.l u ɣ,CVCCVC,True,1086
H-370_bald-1,,H,370_bald,tar,tar,t ɒ r,,wot,443,true,^ tar $,H,t ɒ r,CVC,True,1092
EAH-370_bald-1,,EAH,370_bald,tar,tar,t a r,,wot,443,true,^ tar $,EAH,t a r,CVC,True,1092
WOT-370_bald-1,,WOT,370_bald,tar,tar,t a r,,wot,443,true,^ tar $,WOT,t a r,CVC,True,1092
H-371_depot-1,,H,371_depot,tár,tár,t aː r,,wot,444,true,^ tár $,H,t aː r,CVC,True,1395
EAH-371_depot-1,,EAH,371_depot,tavar,tavar,t a v a r,,wot,444,true,^ tavar $,EAH,t a v a r,CVCVC,True,1395
WOT-371_depot-1,,WOT,371_depot,tavar,tavar,t a v a r,,wot,444,true,^ tavar $,WOT,t a v a r,CVCVC,True,1395
H-372_ploughfieldarablefieldstubblefield-1,,H,372_ploughfieldarablefieldstubblefield,tarló,tarló,t ɒ r l oː,,wot,445,true,^ tarló $,H,t ɒ r.l oː,CVCCV,True,1212
EAH-372_ploughfieldarablefieldstubblefield-1,,EAH,372_ploughfieldarablefieldstubblefield,tarlaγ,tarlaγ,t a r l a ɣ,,wot,445,true,^ tarlaγ $,EAH,t a r.l a ɣ,CVCCVC,True,1212
WOT-372_ploughfieldarablefieldstubblefield-1,,WOT,372_ploughfieldarablefieldstubblefield,tarïlaγ,tarïlaγ,t a r ɯ l a ɣ,,wot,445,true,^ tarïlaγ $,WOT,t a r ɯ l a ɣ,CVCVCVC,True,1212
H-373_toholdcarrytolastvisszatart-1,,H,373_toholdcarrytolastvisszatart,tart,tart,t ɒ r t,,wot,446,true,^ tart $,H,t ɒ r.t,CVCC,True,1138
EAH-373_toholdcarrytolastvisszatart-1,,EAH,373_toholdcarrytolastvisszatart,tart,tart,t a r t,,wot,446,true,^ tart $,EAH,t a r.t,CVCC,True,1138
WOT-373_toholdcarrytolastvisszatart-1,,WOT,373_toholdcarrytolastvisszatart,tart,tart,t a r t,,wot,446,true,^ tart $,WOT,t a r.t,CVCC,True,1138
H-374_tatar-1,,H,374_tatar,tatár,tatár,t ɒ t aː r,,wot,447,true,^ tatár $,H,t ɒ t aː r,CVCVC,True,1181
EAH-374_tatar-1,,EAH,374_tatar,tatar,tatar,t a t a r,,wot,447,true,^ tatar $,EAH,t a t a r,CVCVC,True,1181
WOT-374_tatar-1,,WOT,374_tatar,tatar,tatar,t a t a r,,wot,447,true,^ tatar $,WOT,t a t a r,CVCVC,True,1181
H-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,,H,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,tátorján,tátorján,t aː t o r j aː n,,wot,448,true,^ tátorján $,H,t aː t o r.j aː n,CVCVCCVC,True,1553
OH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,,OH,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,tāturyan,tāturyan,t aː t u r j a n,,wot,448,true,^ tāturyan $,OH,t aː t u r.j a n,CVCVCCVC,True,1553
EAH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,,EAH,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,taturγan,taturγan,t a t u r ɣ a n,,wot,448,true,^ taturγan $,EAH,t a t u r.ɣ a n,CVCVCCVC,True,1553
WOT-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-1,,WOT,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,taturgan,taturgan,t a t u r ɡ a n,,wot,448,true,^ taturgan $,WOT,t a t u r.ɡ a n,CVCVCCVC,True,1553
H-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,,H,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,tátorján,tátorján,t aː t o r j aː n,,wot,449,true,^ tátorján $,H,t aː t o r.j aː n,CVCVCCVC,True,1553
OH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,,OH,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,tāturyan,tāturyan,t aː t u r j a n,,wot,449,true,^ tāturyan $,OH,t aː t u r.j a n,CVCVCCVC,True,1553
EAH-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,,EAH,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,taturγan,taturγan,t a t u r ɣ a n,,wot,449,true,^ taturγan $,EAH,t a t u r.ɣ a n,CVCVCCVC,True,1553
WOT-375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind-2,,WOT,375_nameofseveralkindsofplantseganemosphorosbuniasorientalisnapuscrambetataricastormwind,tåtrång,tåtrång,t ɒ t r ɒ n ɡ,,wot,449,true,^ tåtrång $,WOT,t ɒ t.r ɒ n.ɡ,CVCCVCC,True,1553
H-376_towindsomethingroundtotwist-1,,H,376_towindsomethingroundtotwist,teker,teker,t ɛ k ɛ r,,wot,450,true,^ teker $,H,t ɛ k ɛ r,CVCVC,True,1200
EAH-376_towindsomethingroundtotwist-1,,EAH,376_towindsomethingroundtotwist,teker,teker,t ɛ k ɛ r,,wot,450,true,^ teker $,EAH,t ɛ k ɛ r,CVCVC,True,1200
WOT-376_towindsomethingroundtotwist-1,,WOT,376_towindsomethingroundtotwist,täkir,täkir,t ɛ k i r,,wot,450,true,^ täkir $,WOT,t ɛ k i r,CVCVC,True,1200
H-377_troughwashtubhutch-1,,H,377_troughwashtubhutch,teknő,teknő,t ɛ k n øː,,wot,451,true,^ teknő $,H,t ɛ k.n øː,CVCCV,True,1230
OH-377_troughwashtubhutch-1,,OH,377_troughwashtubhutch,tekenȫ,tekenȫ,t ɛ k ɛ n øː,,wot,451,true,^ tekenȫ $,OH,t ɛ k ɛ n øː,CVCVCV,True,1230
EAH-377_troughwashtubhutch-1,,EAH,377_troughwashtubhutch,tekeneγ,tekeneγ,t ɛ k ɛ n ɛ ɣ,,wot,451,true,^ tekeneγ $,EAH,t ɛ k ɛ n ɛ ɣ,CVCVCVC,True,1230
